team_name,city,season_year,games_played,wins,win_pct,avg_goals_for,avg_shots
Red Wings,Detroit,2010,93,54,58.1,3.15,33.82
Red Wings,Detroit,2011,87,49,56.3,2.85,32.16
Red Wings,Detroit,2012,62,31,50.0,2.5,30.08
Red Wings,Detroit,2013,87,40,46.0,2.56,29.98
Red Wings,Detroit,2014,89,46,51.7,2.76,29.18
Red Wings,Detroit,2015,87,42,48.3,2.49,29.8
Red Wings,Detroit,2016,82,33,40.2,2.41,28.48
Red Wings,Detroit,2017,82,30,36.6,2.59,30.38
Red Wings,Detroit,2018,328,128,39.0,2.73,29.2
Red Wings,Detroit,2019,284,68,23.9,2.0,27.1
Sabres,Buffalo,2000,77,46,59.7,2.7,27.04
Sabres,Buffalo,2001,71,35,49.3,2.63,27.27
Sabres,Buffalo,2002,72,27,37.5,2.43,28.64
Sabres,Buffalo,2003,75,37,49.3,2.77,27.87
Sabres,Buffalo,2005,82,52,63.4,3.37,30.61
Sabres,Buffalo,2006,82,53,64.6,3.63,29.48
Sabres,Buffalo,2007,82,39,47.6,3.06,30.22
Sabres,Buffalo,2008,82,41,50.0,2.95,30.57
Sabres,Buffalo,2009,82,45,54.9,2.82,31.56
Sabres,Buffalo,2010,89,46,51.7,2.9,32.61
Sabres,Buffalo,2011,82,39,47.6,2.57,29.23
Sabres,Buffalo,2012,48,21,43.8,2.46,27.9
Sabres,Buffalo,2013,82,21,25.6,1.83,26.3
Sabres,Buffalo,2014,82,23,28.0,1.87,24.2
Sabres,Buffalo,2015,82,35,42.7,2.43,29.49
Sabres,Buffalo,2016,82,33,40.2,2.43,30.39
Sabres,Buffalo,2017,82,25,30.5,2.41,31.2
Sabres,Buffalo,2018,328,132,40.2,2.7,32.89
Sabres,Buffalo,2019,276,120,43.5,2.8,29.29
Senators,Ottawa,2000,73,48,65.8,3.37,29.9
Senators,Ottawa,2001,73,39,53.4,3.11,29.95
Senators,Ottawa,2002,74,52,70.3,3.3,29.28
Senators,Ottawa,2003,72,43,59.7,3.35,28.36
Senators,Ottawa,2005,82,52,63.4,3.8,34.28
Senators,Ottawa,2006,82,48,58.5,3.49,32.33
Senators,Ottawa,2007,82,43,52.4,3.15,30.13
Senators,Ottawa,2008,82,36,43.9,2.6,29.34
Senators,Ottawa,2009,82,44,53.7,2.68,29.73
Senators,Ottawa,2010,82,32,39.0,2.32,29.04
Senators,Ottawa,2011,89,44,49.4,2.88,31.37
Senators,Ottawa,2012,58,30,51.7,2.47,33.02
Senators,Ottawa,2013,82,37,45.1,2.79,32.83
Senators,Ottawa,2014,88,45,51.1,2.77,31.11
Senators,Ottawa,2015,82,38,46.3,2.8,28.35
Senators,Ottawa,2016,101,55,54.5,2.5,30.07
Senators,Ottawa,2017,82,28,34.1,2.67,30.67
Senators,Ottawa,2018,328,116,35.4,2.95,29.62
Senators,Ottawa,2019,284,100,35.2,2.68,30.62
Sharks,San Jose,2000,70,40,57.1,2.77,27.74
Sharks,San Jose,2001,74,44,59.5,3.16,26.82
Sharks,San Jose,2002,73,28,38.4,2.59,27.74
Sharks,San Jose,2003,70,43,61.4,2.69,27.64
Sharks,San Jose,2005,82,44,53.7,3.23,30.28
Sharks,San Jose,2006,82,51,62.2,3.12,28.61
Sharks,San Jose,2007,82,49,59.8,2.63,29.61
Sharks,San Jose,2008,82,53,64.6,3.06,33.17
Sharks,San Jose,2009,82,51,62.2,3.13,31.76
Sharks,San Jose,2010,100,57,57.0,2.94,34.96
Sharks,San Jose,2011,87,44,50.6,2.61,33.53
Sharks,San Jose,2012,59,32,54.2,2.39,31.81
Sharks,San Jose,2013,89,54,60.7,2.93,34.82
Sharks,San Jose,2014,82,40,48.8,2.73,31.61
Sharks,San Jose,2015,106,60,56.6,2.94,29.57
Sharks,San Jose,2016,88,48,54.5,2.65,29.88
Sharks,San Jose,2017,92,51,55.4,3.01,33.1
Sharks,San Jose,2018,408,224,54.9,3.4,32.47
Sharks,San Jose,2019,280,116,41.4,2.57,30.01
Stars,Dallas,2000,74,48,64.9,3.03,25.49
Stars,Dallas,2001,69,36,52.2,2.62,27.62
Stars,Dallas,2002,67,46,68.7,3.18,29.51
Stars,Dallas,2003,69,41,59.4,2.42,26.49
Stars,Dallas,2005,82,53,64.6,3.09,28.49
Stars,Dallas,2006,82,50,61.0,2.65,28.0
Stars,Dallas,2007,82,45,54.9,2.89,26.67
Stars,Dallas,2008,82,36,43.9,2.73,28.9
Stars,Dallas,2009,82,37,45.1,2.8,30.78
Stars,Dallas,2010,82,42,51.2,2.71,27.67
Stars,Dallas,2011,82,42,51.2,2.49,28.23
Stars,Dallas,2012,48,22,45.8,2.67,26.27
Stars,Dallas,2013,88,42,47.7,2.83,31.57
Stars,Dallas,2014,82,41,50.0,3.13,31.2
Stars,Dallas,2015,95,57,60.0,3.16,31.52
Stars,Dallas,2016,82,34,41.5,2.71,30.56
Stars,Dallas,2017,82,42,51.2,2.82,31.23
Stars,Dallas,2018,380,200,52.6,2.57,30.79
Stars,Dallas,2019,384,208,54.2,2.66,30.38
Thrashers,Atlanta,2000,70,23,32.9,2.59,27.53
Thrashers,Atlanta,2001,71,19,26.8,2.18,23.85
Thrashers,Atlanta,2002,75,31,41.3,2.76,26.31
Thrashers,Atlanta,2003,74,33,44.6,2.74,26.03
Thrashers,Atlanta,2005,82,41,50.0,3.37,30.76
Thrashers,Atlanta,2006,82,43,52.4,2.91,29.73
Thrashers,Atlanta,2007,82,34,41.5,2.52,25.79
Thrashers,Atlanta,2008,82,35,42.7,3.05,28.12
Thrashers,Atlanta,2009,82,35,42.7,2.8,29.39
Thrashers,Atlanta,2010,82,34,41.5,2.66,31.48
Wild,Minnesota,2000,69,25,36.2,2.14,24.57
Wild,Minnesota,2001,70,26,37.1,2.36,23.33
Wild,Minnesota,2002,72,42,58.3,2.47,25.33
Wild,Minnesota,2003,62,30,48.4,2.4,24.06
Wild,Minnesota,2005,82,38,46.3,2.76,26.76
Wild,Minnesota,2006,82,48,58.5,2.74,29.65
Wild,Minnesota,2007,82,44,53.7,2.68,27.05
Wild,Minnesota,2008,82,40,48.8,2.61,27.54
Wild,Minnesota,2009,82,38,46.3,2.61,27.63
Wild,Minnesota,2010,82,39,47.6,2.48,26.2
Wild,Minnesota,2011,82,35,42.7,2.02,26.51
Wild,Minnesota,2012,53,27,50.9,2.36,28.7
Wild,Minnesota,2013,95,49,51.6,2.46,27.13
Wild,Minnesota,2014,92,50,54.3,2.73,30.32
Wild,Minnesota,2015,88,40,45.5,2.61,28.76
Wild,Minnesota,2016,87,50,57.5,3.11,31.15
Wild,Minnesota,2017,87,46,52.9,2.98,29.92
Wild,Minnesota,2018,328,148,45.1,2.56,31.3
Wild,Minnesota,2019,292,144,49.3,3.12,30.12
